,maker,model,specific_model,year,mpg,type,transmission,warranty,engine,seats,cylinders,drivetype,fuel,displacement,power,torque,price,bluetooth,heatseat,navigation,label
1130,Nissan,Rogue,2015 Rogue SUV,2015, 26/33 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 170 hp @ 6000 rpm, 175 ft-lbs. @ 4400 rpm,"$22,790 ",        Yes,        No,        No,0
1131,Nissan,Pathfinder,2014 Pathfinder Hybrid,2014, 25/28 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Hybrid,7,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L,Not Available,Not Available,"$35,300 ",        Yes,        No,        No,0
1132,Nissan,Maxima,2014 Maxima Sedan,2014, 19/26 mpg,Sedan, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,V6, Front Wheel Drive, Premium unleaded (recommended), 3.5 L, 290 hp @ 6400 rpm, 261 ft-lbs. @ 4400 rpm,"$31,290 ",        Yes,        No,        No,2
1133,Nissan,Juke,2015 Juke NISMO RS,2015, 25/31 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (required), 1.6 L, 215 hp @ 6000 rpm, 210 ft-lbs. @ 3600 rpm,"$28,020 ",        Yes,        No,        Yes,4
1134,Nissan,Murano,2014 Murano SUV,2014, 18/24 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 260 hp @ 6000 rpm, 240 ft-lbs. @ 4400 rpm,"$28,530 ",        No,        No,        No,2
1135,Nissan,Juke,2014 Juke NISMO RS,2014, 25/31 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.6 L, 215 hp @ 6000 rpm, 210 ft-lbs. @ 3600 rpm,"$26,120 ",        Yes,        No,        No,4
1136,Nissan,NV Passenger,2014 NV Passenger Van,2014,Not Available,Van, 5-speed Automatic, 5 Yr./ 100000 Mi., Gas,12,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$32,570 ",        No,        No,        No,20
1137,Nissan,Maxima,2016 Maxima Sedan,2016, 22/30 mpg,Sedan, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,V6, Front Wheel Drive, Premium unleaded (recommended), 3.5 L, 300 hp @ 6400 rpm, 261 ft-lbs. @ 4400 rpm,"$32,410 ",        Yes,        No,        Yes,2
1138,Nissan,Murano,2015 Murano SUV,2015, 21/28 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,V6, Front Wheel Drive, Regular unleaded, 3.5 L, 260 hp @ 6000 rpm, 240 ft-lbs. @ 4400 rpm,"$29,560 ",        Yes,        No,        No,2
1139,Nissan,NV Passenger,2015 NV Passenger Van,2015,Not Available,Van, 5-speed Automatic, 5 Yr./ 100000 Mi., Gas,12,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$32,810 ",        No,        No,        No,20
1140,Nissan,Murano CrossCabriolet,2014 Murano CrossCabriolet SUV,2014, 17/22 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,4,V6, All Wheel Drive, Premium unleaded (recommended), 3.5 L, 265 hp @ 6000 rpm, 248 ft-lbs. @ 4400 rpm,"$41,995 ",        Yes,        Yes,        No,2
1141,Nissan,NV Cargo,2016 NV Cargo Van,2016,Not Available,Van, 5-speed Automatic, 5 Yr./ 100000 Mi., Gas,2,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$26,740 ",        No,        No,        No,20
1142,Nissan,NV Cargo,2015 NV Cargo Van,2015,Not Available,Van, 5-speed Automatic, 5 Yr./ 100000 Mi., Gas,2,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$26,240 ",        No,        No,        No,20
1143,Nissan,NV Cargo,2014 NV Cargo Van,2014,Not Available,Van, 5-speed Automatic, 5 Yr./ 100000 Mi., Gas,2,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$26,000 ",        No,        No,        No,20
1144,Nissan,NV200,2014 NV200 Minivan,2014, 24/25 mpg,Minivan, Continuously Variable-speed Automatic, 5 Yr./ 100000 Mi., Gas,2,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 131 hp @ 5200 rpm, 139 ft-lbs. @ 4800 rpm,"$20,490 ",        No,        No,        No,23
1145,Nissan,NV200,2015 NV200 Minivan,2015, 24/26 mpg,Minivan, Continuously Variable-speed Automatic, 5 Yr./ 100000 Mi., Gas,2,Inline 4, Front Wheel Drive, Regular unleaded, 2.0 L, 131 hp @ 5200 rpm, 139 ft-lbs. @ 4800 rpm,"$20,720 ",        No,        No,        No,23
1146,Nissan,Sentra,2014 Sentra Sedan,2014, 27/36 mpg,Sedan, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.8 L, 130 hp @ 6000 rpm, 128 ft-lbs. @ 3600 rpm,"$15,990 ",        No,        No,        No,0
1147,Nissan,Rogue,2014 Rogue SUV,2014, 26/33 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 170 hp @ 6000 rpm, 175 ft-lbs. @ 4400 rpm,"$22,790 ",        Yes,        No,        No,0
1148,Nissan,Rogue Select,2015 Rogue Select SUV,2015, 23/28 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 170 hp @ 6000 rpm, 175 ft-lbs. @ 4400 rpm,"$20,150 ",        No,        No,        No,0
1149,Nissan,Leaf,2015 Leaf Hatchback,2015, 126/101 mpg,Hatchback, 1-speed Direct Drive, 3 Yr./ 36000 Mi., Electric,5,Not Available, Front Wheel Drive,Not Available,Not Available,Not Available,Not Available,"$29,010 ",        Yes,        Yes,        No,12
1150,Nissan,Leaf,2014 Leaf Hatchback,2014, 126/101 mpg,Hatchback, 1-speed Direct Drive, 3 Yr./ 36000 Mi., Electric,5,Not Available, Front Wheel Drive,Not Available,Not Available,Not Available,Not Available,"$28,980 ",        Yes,        Yes,        No,12
1151,Nissan,Rogue Select,2014 Rogue Select SUV,2014, 23/28 mpg,SUV, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 170 hp @ 6000 rpm, 175 ft-lbs. @ 4400 rpm,"$20,150 ",        No,        No,        No,0
1152,Nissan,Frontier,2016 Frontier King Cab,2016, 19/23 mpg,Truck, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,4,Inline 4, Rear Wheel Drive, Regular unleaded, 2.5 L, 152 hp @ 5200 rpm, 171 ft-lbs. @ 4400 rpm,"$18,190 ",        No,        No,        No,5
1153,Nissan,Frontier,2014 Frontier King Cab,2014, 19/23 mpg,Truck, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,4,Inline 4, Rear Wheel Drive, Regular unleaded, 2.5 L, 152 hp @ 5200 rpm, 171 ft-lbs. @ 4400 rpm,"$17,990 ",        No,        No,        No,5
1154,Nissan,Armada,2014 Armada SUV,2014, 13/19 mpg,SUV, 5-speed Automatic, 3 Yr./ 36000 Mi., Gas,8,V8, Rear Wheel Drive, Regular unleaded, 5.6 L, 317 hp @ 5200 rpm, 385 ft-lbs. @ 3400 rpm,"$37,590 ",        Yes,        No,        No,17
1155,Nissan,Frontier,2015 Frontier King Cab,2015, 19/23 mpg,Truck, 5-speed Manual, 3 Yr./ 36000 Mi., Gas,4,Inline 4, Rear Wheel Drive, Regular unleaded, 2.5 L, 152 hp @ 5200 rpm, 171 ft-lbs. @ 4400 rpm,"$17,990 ",        No,        No,        No,5
1156,Nissan,Armada,2015 Armada SUV,2015, 13/19 mpg,SUV, 5-speed Automatic, 3 Yr./ 36000 Mi., Gas,8,V8, Rear Wheel Drive, Regular unleaded, 5.6 L, 317 hp @ 5200 rpm, 385 ft-lbs. @ 3400 rpm,"$38,410 ",        Yes,        No,        No,17
1157,Nissan,GT-R,2016 GT-R NISMO,2016, 16/22 mpg,Coupe, 6-speed Automated Manual, 3 Yr./ 36000 Mi., Gas,4,V6, All Wheel Drive, Premium unleaded (required), 3.8 L, 600 hp @ 6800 rpm, 481 ft-lbs. @ 3200 rpm,"$149,990 ",        Yes,        Yes,        Yes,-1
1158,Nissan,370Z,2016 370Z Convertible,2016, 18/25 mpg,Convertible, 7-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 332 hp @ 7000 rpm, 270 ft-lbs. @ 5200 rpm,"$41,820 ",        Yes,        No,        No,21
1159,Nissan,Altima,2016 Altima Sedan,2016, 27/39 mpg,Sedan, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 182 hp @ 6000 rpm, 180 ft-lbs. @ 4000 rpm,"$22,500 ",        Yes,        No,        No,0
1160,Nissan,370Z,2015 370Z Convertible,2015, 18/25 mpg,Convertible, 7-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 332 hp @ 7000 rpm, 270 ft-lbs. @ 5200 rpm,"$41,820 ",        Yes,        No,        No,21
1161,Nissan,370Z,2016 370Z NISMO Tech,2016, 18/26 mpg,Coupe, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 350 hp @ 7400 rpm, 276 ft-lbs. @ 5200 rpm,"$45,490 ",        Yes,        No,        Yes,15
1162,Nissan,Cube,2014 Cube Wagon,2014, 25/30 mpg,Wagon, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 1.8 L, 122 hp @ 5200 rpm, 127 ft-lbs. @ 4800 rpm,"$16,900 ",        Yes,        No,        No,1
1163,Nissan,370Z,2014 370Z Convertible,2014, 18/25 mpg,Convertible, 7-speed Shiftable Automatic, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 332 hp @ 7000 rpm, 270 ft-lbs. @ 5200 rpm,"$41,470 ",        No,        No,        No,21
1164,Nissan,Frontier,2016 Frontier Crew Cab,2016, 17/22 mpg,Truck, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$22,900 ",        Yes,        No,        No,21
1165,Nissan,Frontier,2015 Frontier Crew Cab,2015, 16/22 mpg,Truck, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$22,700 ",        Yes,        No,        No,21
1166,Nissan,Frontier,2014 Frontier Crew Cab,2014, 16/22 mpg,Truck, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,V6, Rear Wheel Drive, Regular unleaded, 4.0 L, 261 hp @ 5600 rpm, 281 ft-lbs. @ 4000 rpm,"$22,550 ",        Yes,        No,        No,21
1167,Nissan,370Z,2015 370Z NISMO Tech,2015, 18/26 mpg,Coupe, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 350 hp @ 7400 rpm, 276 ft-lbs. @ 5200 rpm,"$45,490 ",        Yes,        No,        Yes,15
1168,Nissan,370Z,2016 370Z Coupe,2016, 18/26 mpg,Coupe, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 332 hp @ 7000 rpm, 270 ft-lbs. @ 5200 rpm,"$29,990 ",        Yes,        No,        No,15
1169,Nissan,370Z,2015 370Z Coupe,2015, 18/26 mpg,Coupe, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 332 hp @ 7000 rpm, 270 ft-lbs. @ 5200 rpm,"$29,990 ",        Yes,        No,        No,15
1170,Nissan,370Z,2015 370Z NISMO,2015, 18/26 mpg,Coupe, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 350 hp @ 7400 rpm, 276 ft-lbs. @ 5200 rpm,"$41,990 ",        Yes,        No,        No,15
1171,Nissan,370Z,2014 370Z Coupe,2014, 18/26 mpg,Coupe, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 332 hp @ 7000 rpm, 270 ft-lbs. @ 5200 rpm,"$29,990 ",        No,        No,        No,15
1172,Nissan,370Z,2016 370Z NISMO,2016, 18/26 mpg,Coupe, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 350 hp @ 7400 rpm, 276 ft-lbs. @ 5200 rpm,"$41,990 ",        Yes,        No,        No,15
1173,Nissan,370Z,2014 370Z NISMO,2014, 18/26 mpg,Coupe, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,2,V6, Rear Wheel Drive, Premium unleaded (required), 3.7 L, 350 hp @ 7400 rpm, 276 ft-lbs. @ 5200 rpm,"$43,020 ",        No,        No,        No,15
1174,Nissan,Altima,2015 Altima Sedan,2015, 27/38 mpg,Sedan, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 182 hp @ 6000 rpm, 180 ft-lbs. @ 4000 rpm,"$22,300 ",        Yes,        No,        No,0
1175,Nissan,GT-R,2015 GT-R NISMO,2015, 16/23 mpg,Coupe, 6-speed Automated Manual, 3 Yr./ 36000 Mi., Gas,4,V6, All Wheel Drive, Premium unleaded (recommended), 3.8 L,Not Available,Not Available,"$149,990 ",        Yes,        Yes,        Yes,-1
1176,Nissan,GT-R,2016 GT-R Coupe,2016, 16/22 mpg,Coupe, 6-speed Automated Manual, 3 Yr./ 36000 Mi., Gas,4,V6, All Wheel Drive, Premium unleaded (required), 3.8 L, 545 hp @ 6400 rpm, 463 ft-lbs. @ 3200 rpm,"$101,770 ",        Yes,        Yes,        Yes,43
1177,Nissan,Juke,2014 Juke NISMO,2014, 25/31 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.6 L, 197 hp @ 6000 rpm, 184 ft-lbs. @ 2000 rpm,"$23,170 ",        Yes,        No,        No,4
1178,Nissan,Juke,2015 Juke NISMO,2015, 28/34 mpg,Hatchback, 6-speed Manual, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.6 L, 188 hp @ 5600 rpm, 177 ft-lbs. @ 1600 rpm,"$24,830 ",        Yes,        No,        Yes,4
1179,Nissan,GT-R,2014 GT-R Coupe,2014, 16/23 mpg,Coupe, 6-speed Automated Manual, 3 Yr./ 36000 Mi., Gas,4,V6, All Wheel Drive, Premium unleaded (recommended), 3.8 L, 545 hp @ 6400 rpm, 463 ft-lbs. @ 3200 rpm,"$99,590 ",        Yes,        Yes,        Yes,43
1180,Nissan,Altima,2014 Altima Sedan,2014, 27/38 mpg,Sedan, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Regular unleaded, 2.5 L, 182 hp @ 6000 rpm, 180 ft-lbs. @ 4000 rpm,"$22,170 ",        Yes,        No,        No,0
1181,Nissan,GT-R,2015 GT-R Coupe,2015, 16/23 mpg,Coupe, 6-speed Automated Manual, 3 Yr./ 36000 Mi., Gas,4,V6, All Wheel Drive, Premium unleaded (recommended), 3.8 L, 545 hp @ 6400 rpm, 463 ft-lbs. @ 3200 rpm,"$101,770 ",        Yes,        Yes,        Yes,43
1182,Nissan,Juke,2015 Juke Hatchback,2015, 28/32 mpg,Hatchback, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.6 L, 188 hp @ 5600 rpm, 177 ft-lbs. @ 1600 rpm,"$20,250 ",        Yes,        No,        No,4
1183,Nissan,Juke,2014 Juke Hatchback,2014, 27/32 mpg,Hatchback, Continuously Variable-speed Automatic, 3 Yr./ 36000 Mi., Gas,5,Inline 4, Front Wheel Drive, Premium unleaded (recommended), 1.6 L, 188 hp @ 5600 rpm, 177 ft-lbs. @ 2000 rpm,"$19,170 ",        Yes,        No,        No,4
1184,Porsche,Panamera,2014 Panamera Sedan,2014, 18/28 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.6 L, 310 hp @ 6200 rpm, 295 ft-lbs. @ 3750 rpm,"$78,100 ",        Yes,        Yes,        Yes,2
1185,Porsche,Panamera,2016 Panamera Sedan,2016, 18/28 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.6 L, 310 hp @ 6200 rpm, 295 ft-lbs. @ 3750 rpm,"$78,100 ",        Yes,        Yes,        Yes,2
1186,Porsche,Panamera,2015 Panamera Sedan,2015, 18/28 mpg,Sedan, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.6 L, 310 hp @ 6200 rpm, 295 ft-lbs. @ 3750 rpm,"$78,100 ",        Yes,        Yes,        Yes,2
1187,Porsche,911,2016 911 Convertible,2016, 19/27 mpg,Convertible, 7-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Flat 6, Rear Wheel Drive, Premium unleaded (required), 3.4 L, 350 hp @ 7400 rpm, 287 ft-lbs. @ 5600 rpm,"$96,200 ",        Yes,        Yes,        Yes,44
1188,Porsche,911,2015 911 Convertible,2015, 19/27 mpg,Convertible, 7-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Flat 6, Rear Wheel Drive, Premium unleaded (required), 3.4 L, 350 hp @ 7400 rpm, 287 ft-lbs. @ 5600 rpm,"$96,200 ",        Yes,        Yes,        Yes,44
1189,Porsche,911,2014 911 Convertible,2014, 19/27 mpg,Convertible, 7-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Flat 6, Rear Wheel Drive, Premium unleaded (required), 3.4 L, 350 hp @ 7400 rpm, 287 ft-lbs. @ 5600 rpm,"$96,200 ",        Yes,        Yes,        Yes,44
1190,Porsche,Cayman,2016 Cayman Coupe,2016, 20/30 mpg,Coupe, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 2.7 L, 275 hp @ 7400 rpm, 214 ft-lbs. @ 4500 rpm,"$52,600 ",        Yes,        Yes,        Yes,11
1191,Porsche,Cayenne,2014 Cayenne Hybrid,2014, 20/24 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 380 hp @ 5500 rpm, 428 ft-lbs. @ 1000 rpm,"$70,900 ",        Yes,        Yes,        No,2
1192,Porsche,Cayenne,2016 Cayenne Diesel,2016, 20/29 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 406 ft-lbs. @ 1750 rpm,"$62,300 ",        Yes,        Yes,        Yes,2
1193,Porsche,Cayman,2015 Cayman Coupe,2015, 20/30 mpg,Coupe, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 2.7 L, 275 hp @ 7400 rpm, 214 ft-lbs. @ 4500 rpm,"$52,600 ",        Yes,        Yes,        Yes,11
1194,Porsche,Cayenne,2015 Cayenne Diesel,2015, 20/29 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 406 ft-lbs. @ 1750 rpm,"$61,700 ",        Yes,        Yes,        Yes,2
1195,Porsche,911,2015 911 GT3,2015, 15/20 mpg,Coupe, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 3.8 L, 475 hp @ 8250 rpm, 325 ft-lbs. @ 6250 rpm,"$130,400 ",        No,        Yes,        No,42
1196,Porsche,Cayenne,2014 Cayenne Diesel,2014, 19/29 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 406 ft-lbs. @ 1750 rpm,"$56,600 ",        Yes,        Yes,        No,2
1197,Porsche,911,2014 911 GT3,2014, 15/20 mpg,Coupe, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 3.8 L, 475 hp @ 8250 rpm, 325 ft-lbs. @ 6250 rpm,"$130,400 ",        No,        Yes,        No,42
1198,Porsche,911,2016 911 GT3 RS,2016, 14/20 mpg,Coupe, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 4.0 L, 500 hp @ 8250 rpm, 338 ft-lbs. @ 6250 rpm,"$175,900 ",        Yes,        Yes,        No,-1
1199,Porsche,911,2017 911 Coupe,2017,Not Available,Coupe,Not Available,Not Available, Gas,Not Available,Not Available, Front Wheel Drive, Premium unleaded (required),Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,9
1200,Porsche,911,2016 911 Coupe,2016, 19/27 mpg,Coupe, 7-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Flat 6, Rear Wheel Drive, Premium unleaded (required), 3.4 L, 350 hp @ 7400 rpm, 287 ft-lbs. @ 5600 rpm,"$84,300 ",        Yes,        Yes,        Yes,11
1201,Porsche,911,2015 911 Coupe,2015, 19/27 mpg,Coupe, 7-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Flat 6, Rear Wheel Drive, Premium unleaded (required), 3.4 L, 350 hp @ 7400 rpm, 287 ft-lbs. @ 5600 rpm,"$84,300 ",        Yes,        Yes,        Yes,11
1202,Porsche,911,2014 911 Coupe,2014, 19/27 mpg,Coupe, 7-speed Manual, 4 Yr./ 50000 Mi., Gas,4,Flat 6, Rear Wheel Drive, Premium unleaded (required), 3.4 L, 350 hp @ 7400 rpm, 287 ft-lbs. @ 5600 rpm,"$84,300 ",        Yes,        Yes,        Yes,11
1203,Porsche,918 Spyder,2015 918 Spyder Convertible,2015,Not Available,Convertible, 7-speed Automated Manual, 4 Yr./ 50000 Mi., Hybrid,2,V8, All Wheel Drive, Premium unleaded (required), 4.6 L, 887 hp @ 8500 rpm, 944 ft-lbs. @ 800 rpm,"$845,000 ",        Yes,        No,        No,-1
1204,Porsche,Boxster,2016 Boxster Convertible,2016, 20/30 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 2.7 L, 265 hp @ 6700 rpm, 206 ft-lbs. @ 4500 rpm,"$52,100 ",        Yes,        Yes,        No,7
1205,Porsche,Boxster,2015 Boxster Convertible,2015, 20/30 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 2.7 L, 265 hp @ 6700 rpm, 206 ft-lbs. @ 4500 rpm,"$51,400 ",        Yes,        Yes,        No,7
1206,Porsche,Boxster,2014 Boxster Convertible,2014, 20/30 mpg,Convertible, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 2.7 L, 265 hp @ 6700 rpm, 206 ft-lbs. @ 4400 rpm,"$50,400 ",        Yes,        Yes,        No,7
1207,Porsche,Cayenne,2016 Cayenne Hybrid,2016,Not Available,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 333 hp @ 5500 rpm, 325 ft-lbs. @ 3000 rpm,"$77,200 ",        Yes,        Yes,        Yes,2
1208,Porsche,Cayenne,2016 Cayenne SUV,2016, 19/24 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.6 L, 300 hp @ 6300 rpm, 295 ft-lbs. @ 3000 rpm,"$58,300 ",        Yes,        Yes,        Yes,2
1209,Porsche,Cayenne,2015 Cayenne SUV,2015, 20/29 mpg,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Diesel,5,V6, All Wheel Drive, Diesel, 3.0 L, 240 hp @ 3500 rpm, 406 ft-lbs. @ 1750 rpm,"$61,700 ",        Yes,        Yes,        Yes,2
1210,Porsche,Cayenne,2015 Cayenne Hybrid,2015,Not Available,SUV, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,5,V6, All Wheel Drive, Premium unleaded (required), 3.0 L, 333 hp @ 5500 rpm, 325 ft-lbs. @ 3000 rpm,"$76,400 ",        Yes,        Yes,        Yes,2
1211,Porsche,Cayman,2014 Cayman Coupe,2014, 20/30 mpg,Coupe, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,2,Flat 6, Rear Wheel Drive, Premium unleaded (required), 2.7 L, 275 hp @ 7400 rpm, 213 ft-lbs. @ 4500 rpm,"$52,600 ",        Yes,        Yes,        Yes,11
1212,Porsche,Cayenne,2014 Cayenne SUV,2014, 15/22 mpg,SUV, 6-speed Manual, 4 Yr./ 50000 Mi., Gas,5,V6, All Wheel Drive, Premium unleaded (required), 3.6 L, 300 hp @ 6300 rpm, 295 ft-lbs. @ 3000 rpm,"$49,600 ",        Yes,        Yes,        No,2
1213,Porsche,Panamera,2016 Panamera Hybrid,2016,Not Available,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 416 hp @ 5500 rpm, 435 ft-lbs. @ 1250 rpm,"$96,100 ",        Yes,        Yes,        Yes,2
1214,Porsche,Panamera,2015 Panamera Hybrid,2015,Not Available,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 416 hp @ 5500 rpm, 435 ft-lbs. @ 1250 rpm,"$99,000 ",        Yes,        Yes,        Yes,2
1215,Porsche,Panamera,2014 Panamera Hybrid,2014,Not Available,Sedan, 8-speed Shiftable Automatic, 4 Yr./ 50000 Mi., Hybrid,4,V6, Rear Wheel Drive, Premium unleaded (required), 3.0 L, 416 hp @ 5500 rpm, 435 ft-lbs. @ 1250 rpm,"$99,000 ",        Yes,        Yes,        Yes,2
